roi_images_db2/R/f1701_01_roi.png 2
roi_images_db2/R/f1710_03_roi.png 2
roi_images_db2/R/f1144_05_roi.png 2
roi_images_db2/R/f1109_04_roi.png 2
roi_images_db2/R/f0769_04_roi.png 2
roi_images_db2/R/f0848_01_roi.png 2
roi_images_db2/R/s0033_02_roi.png 2
roi_images_db2/R/f1342_03_roi.png 2
roi_images_db2/R/s0524_03_roi.png 2
roi_images_db2/R/f0185_05_roi.png 2
roi_images_db2/R/s1865_01_roi.png 2
roi_images_db2/R/s1339_04_roi.png 2
roi_images_db2/R/s1180_03_roi.png 2
roi_images_db2/R/f1338_03_roi.png 2
roi_images_db2/R/f1540_03_roi.png 2
roi_images_db2/R/f1339_04_roi.png 2
roi_images_db2/R/f1053_01_roi.png 2
roi_images_db2/R/f1257_04_roi.png 2
roi_images_db2/R/s0471_01_roi.png 2
roi_images_db2/R/f1402_04_roi.png 2
roi_images_db2/R/f1132_04_roi.png 2
roi_images_db2/R/f0165_05_roi.png 2
roi_images_db2/R/f1198_07_roi.png 2
roi_images_db2/R/f0060_05_roi.png 2
roi_images_db2/R/s0778_04_roi.png 2
roi_images_db2/R/f0290_02_roi.png 2
roi_images_db2/R/f1617_03_roi.png 2
roi_images_db2/R/f1153_01_roi.png 2
roi_images_db2/R/f0159_02_roi.png 2
roi_images_db2/R/f0852_02_roi.png 2
roi_images_db2/R/s1985_03_roi.png 2
roi_images_db2/R/s0689_03_roi.png 2
roi_images_db2/R/s1264_05_roi.png 2
roi_images_db2/R/s1331_04_roi.png 2
roi_images_db2/R/f0504_05_roi.png 2
roi_images_db2/R/s1587_05_roi.png 2
roi_images_db2/R/s0023_04_roi.png 2
roi_images_db2/R/f0984_04_roi.png 2
roi_images_db2/R/f1644_01_roi.png 2
roi_images_db2/R/s1664_03_roi.png 2
roi_images_db2/R/s0490_01_roi.png 2
roi_images_db2/R/s1168_01_roi.png 2
roi_images_db2/R/f0083_04_roi.png 2
roi_images_db2/R/s0270_01_roi.png 2
roi_images_db2/R/s1446_03_roi.png 2
roi_images_db2/R/s0212_04_roi.png 2
roi_images_db2/R/s0504_05_roi.png 2
roi_images_db2/R/f1351_05_roi.png 2
roi_images_db2/R/s1417_02_roi.png 2
roi_images_db2/R/s0974_04_roi.png 2
roi_images_db2/R/s1195_01_roi.png 2
roi_images_db2/R/s1035_01_roi.png 2
roi_images_db2/R/f0004_05_roi.png 2
roi_images_db2/R/f0044_03_roi.png 2
roi_images_db2/R/f1935_04_roi.png 2
roi_images_db2/R/s1788_02_roi.png 2
roi_images_db2/R/s1902_04_roi.png 2
roi_images_db2/R/s0807_05_roi.png 2
roi_images_db2/R/f0216_05_roi.png 2
roi_images_db2/R/s1626_05_roi.png 2
